"","VARIABLES","grade","spelling_value","math_value","reading_value"
"944","Observations","4","71,089","69,986","49,491"
"945","Observations","5","48,093","71,188","55,303"
"946","Observations","5","48,093","71,188","68,721"
"947","Observations","5","48,093","71,188","68,802"
"948","Observations","5","48,093","71,188","49,491"
"949","Observations","5","48,093","75,577","55,303"
"950","Observations","5","48,093","75,577","68,721"
"951","Observations","5","48,093","75,577","68,802"
"952","Observations","5","48,093","75,577","49,491"
"953","Observations","5","48,093","79,786","55,303"
"954","Observations","5","48,093","79,786","68,721"
"955","Observations","5","48,093","79,786","68,802"
"956","Observations","5","48,093","79,786","49,491"
"957","Observations","5","48,093","69,986","55,303"
"958","Observations","5","48,093","69,986","68,721"
"959","Observations","5","48,093","69,986","68,802"
"960","Observations","5","48,093","69,986","49,491"
"961","R-squared","2","0.01","0.004","0.002"
"962","R-squared","2","0.01","0.004","0.011"
"963","R-squared","2","0.01","0.004","0.005"
"964","R-squared","2","0.01","0.004","0.01"
"965","R-squared","2","0.01","0.007","0.002"
"966","R-squared","2","0.01","0.007","0.011"
"967","R-squared","2","0.01","0.007","0.005"
"968","R-squared","2","0.01","0.007","0.01"
"969","R-squared","2","0.01","0.014","0.002"
"970","R-squared","2","0.01","0.014","0.011"
"971","R-squared","2","0.01","0.014","0.005"
"972","R-squared","2","0.01","0.014","0.01"
"973","R-squared","2","0.01","0.022","0.002"
"974","R-squared","2","0.01","0.022","0.011"
"975","R-squared","2","0.01","0.022","0.005"
"976","R-squared","2","0.01","0.022","0.01"
"977","R-squared","3","0.007","0.004","0.002"
"978","R-squared","3","0.007","0.004","0.011"
"979","R-squared","3","0.007","0.004","0.005"
"980","R-squared","3","0.007","0.004","0.01"
"981","R-squared","3","0.007","0.007","0.002"
"982","R-squared","3","0.007","0.007","0.011"
"983","R-squared","3","0.007","0.007","0.005"
"984","R-squared","3","0.007","0.007","0.01"
"985","R-squared","3","0.007","0.014","0.002"
"986","R-squared","3","0.007","0.014","0.011"
"987","R-squared","3","0.007","0.014","0.005"
"988","R-squared","3","0.007","0.014","0.01"
"989","R-squared","3","0.007","0.022","0.002"
"990","R-squared","3","0.007","0.022","0.011"
"991","R-squared","3","0.007","0.022","0.005"
"992","R-squared","3","0.007","0.022","0.01"
"993","R-squared","4","0.004","0.004","0.002"
"994","R-squared","4","0.004","0.004","0.011"
"995","R-squared","4","0.004","0.004","0.005"
"996","R-squared","4","0.004","0.004","0.01"
"997","R-squared","4","0.004","0.007","0.002"
"998","R-squared","4","0.004","0.007","0.011"
"999","R-squared","4","0.004","0.007","0.005"
"1000","R-squared","4","0.004","0.007","0.01"
"1001","R-squared","4","0.004","0.014","0.002"
"1002","R-squared","4","0.004","0.014","0.011"
"1003","R-squared","4","0.004","0.014","0.005"
"1004","R-squared","4","0.004","0.014","0.01"
"1005","R-squared","4","0.004","0.022","0.002"
"1006","R-squared","4","0.004","0.022","0.011"
"1007","R-squared","4","0.004","0.022","0.005"
"1008","R-squared","4","0.004","0.022","0.01"
"1009","R-squared","5","0.012","0.004","0.002"
"1010","R-squared","5","0.012","0.004","0.011"
"1011","R-squared","5","0.012","0.004","0.005"
"1012","R-squared","5","0.012","0.004","0.01"
"1013","R-squared","5","0.012","0.007","0.002"
"1014","R-squared","5","0.012","0.007","0.011"
"1015","R-squared","5","0.012","0.007","0.005"
"1016","R-squared","5","0.012","0.007","0.01"
"1017","R-squared","5","0.012","0.014","0.002"
"1018","R-squared","5","0.012","0.014","0.011"
"1019","R-squared","5","0.012","0.014","0.005"
"1020","R-squared","5","0.012","0.014","0.01"
"1021","R-squared","5","0.012","0.022","0.002"
"1022","R-squared","5","0.012","0.022","0.011"
"1023","R-squared","5","0.012","0.022","0.005"
"1024","R-squared","5","0.012","0.022","0.01"
"1025","Clusters","2","1161","1167","1038"
"1026","Clusters","2","1161","1167","1154"
"1027","Clusters","2","1161","1167","1149"
"1028","Clusters","2","1161","1167","1089"
"1029","Clusters","2","1161","1166","1038"
"1030","Clusters","2","1161","1166","1154"
"1031","Clusters","2","1161","1166","1149"
"1032","Clusters","2","1161","1166","1089"
"1033","Clusters","2","1161","1171","1038"
"1034","Clusters","2","1161","1171","1154"
"1035","Clusters","2","1161","1171","1149"
"1036","Clusters","2","1161","1171","1089"
"1037","Clusters","2","1161","1159","1038"
"1038","Clusters","2","1161","1159","1154"
"1039","Clusters","2","1161","1159","1149"
"1040","Clusters","2","1161","1159","1089"
"1041","Clusters","3","1158","1167","1038"
"1042","Clusters","3","1158","1167","1154"
"1043","Clusters","3","1158","1167","1149"
"1044","Clusters","3","1158","1167","1089"
"1045","Clusters","3","1158","1166","1038"
"1046","Clusters","3","1158","1166","1154"
"1047","Clusters","3","1158","1166","1149"
"1048","Clusters","3","1158","1166","1089"
"1049","Clusters","3","1158","1171","1038"
"1050","Clusters","3","1158","1171","1154"
"1051","Clusters","3","1158","1171","1149"
"1052","Clusters","3","1158","1171","1089"
"1053","Clusters","3","1158","1159","1038"
"1054","Clusters","3","1158","1159","1154"
"1055","Clusters","3","1158","1159","1149"
"1056","Clusters","3","1158","1159","1089"
"1057","Clusters","4","1153","1167","1038"
"1058","Clusters","4","1153","1167","1154"
"1059","Clusters","4","1153","1167","1149"
"1060","Clusters","4","1153","1167","1089"
"1061","Clusters","4","1153","1166","1038"
"1062","Clusters","4","1153","1166","1154"
"1063","Clusters","4","1153","1166","1149"
"1064","Clusters","4","1153","1166","1089"
"1065","Clusters","4","1153","1171","1038"
"1066","Clusters","4","1153","1171","1154"
"1067","Clusters","4","1153","1171","1149"
"1068","Clusters","4","1153","1171","1089"
"1069","Clusters","4","1153","1159","1038"
"1070","Clusters","4","1153","1159","1154"
"1071","Clusters","4","1153","1159","1149"
"1072","Clusters","4","1153","1159","1089"
"1073","Clusters","5","1079","1167","1038"
"1074","Clusters","5","1079","1167","1154"
"1075","Clusters","5","1079","1167","1149"
"1076","Clusters","5","1079","1167","1089"
"1077","Clusters","5","1079","1166","1038"
"1078","Clusters","5","1079","1166","1154"
"1079","Clusters","5","1079","1166","1149"
"1080","Clusters","5","1079","1166","1089"
"1081","Clusters","5","1079","1171","1038"
"1082","Clusters","5","1079","1171","1154"
"1083","Clusters","5","1079","1171","1149"
"1084","Clusters","5","1079","1171","1089"
"1085","Clusters","5","1079","1159","1038"
"1086","Clusters","5","1079","1159","1154"
"1087","Clusters","5","1079","1159","1149"
"1088","Clusters","5","1079","1159","1089"
